"","Mod_Path","ko_id","ko_symbol","ko_name","sub_category","broad_category","mod.path_name"
"300","map02020","K07650","cssS","two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]","Two-component system","","Two-component system"
"301","map02020","K07651","resE","two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]","Two-component system","","Two-component system"
"302","map02020","K07652","vicK","two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]","Two-component system","","Two-component system"
"303","map02020","K07653","mprB","two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]","Two-component system","","Two-component system"
"304","map02020","K07654","mtrB","two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]","Two-component system","","Two-component system"
"305","map02020","K07655","prrB","two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]","Two-component system","","Two-component system"
"306","map02020","K07656","trcS","two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]","Two-component system","","Two-component system"
"307","map02020","K07657","phoB","two-component system, OmpR family, phosphate regulon response regulator PhoB","Two-component system","","Two-component system"
"308","map02020","K07658","phoP","two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP","Two-component system","","Two-component system"
"309","map02020","K07659","ompR","two-component system, OmpR family, phosphate regulon response regulator OmpR","Two-component system","","Two-component system"
"310","map02020","K07660","phoP","two-component system, OmpR family, response regulator PhoP","Two-component system","","Two-component system"
"311","map02020","K07661","rstA","two-component system, OmpR family, response regulator RstA","Two-component system","","Two-component system"
"312","map02020","K07662","cpxR","two-component system, OmpR family, response regulator CpxR","Two-component system","","Two-component system"
"313","map02020","K07663","creB","two-component system, OmpR family, catabolic regulation response regulator CreB","Two-component system","","Two-component system"
"314","map02020","K07664","smeR","two-component system, OmpR family, response regulator BaeR","Two-component system","","Two-component system"
"315","map02020","K07665","silR","two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR","Two-component system","","Two-component system"
"316","map02020","K07666","qseB","two-component system, OmpR family, response regulator QseB","Two-component system","","Two-component system"
"317","map02020","K07667","kdpE","two-component system, OmpR family, KDP operon response regulator KdpE","Two-component system","","Two-component system"
"318","map02020","K07668","vicR","two-component system, OmpR family, response regulator VicR","Two-component system","","Two-component system"
"319","map02020","K07669","mprA","two-component system, OmpR family, response regulator MprA","Two-component system","","Two-component system"
"320","map02020","K07670","mtrA","two-component system, OmpR family, response regulator MtrA","Two-component system","","Two-component system"
"321","map02020","K07671","prrA","two-component system, OmpR family, response regulator PrrA","Two-component system","","Two-component system"
"322","map02020","K07672","trcR","two-component system, OmpR family, response regulator TrcR","Two-component system","","Two-component system"
"323","map02020","K07673","narX","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]","Two-component system","","Two-component system"
"324","map02020","K07674","narQ","two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]","Two-component system","","Two-component system"
"325","map02020","K07675","uhpB","two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]","Two-component system","","Two-component system"
"326","map02020","K07676","rcsD","two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]","Two-component system","","Two-component system"
"327","map02020","K07677","rcsC","two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]","Two-component system","","Two-component system"
"328","map02020","K07678","varS","two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]","Two-component system","","Two-component system"
"329","map02020","K07679","bvgS","two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]","Two-component system","","Two-component system"
"330","map02020","K07680","comP","two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]","Two-component system","","Two-component system"
"331","map02020","K07681","vraS","two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]","Two-component system","","Two-component system"
"332","map02020","K07682","devS","two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]","Two-component system","","Two-component system"
"333","map02020","K07683","nreB","two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]","Two-component system","","Two-component system"
"334","map02020","K07684","narL","two-component system, NarL family, nitrate/nitrite response regulator NarL","Two-component system","","Two-component system"
"335","map02020","K07685","narP","two-component system, NarL family, nitrate/nitrite response regulator NarP","Two-component system","","Two-component system"
"336","map02020","K07686","uhpA","two-component system, NarL family, uhpT operon response regulator UhpA","Two-component system","","Two-component system"
"337","map02020","K07687","rcsB","two-component system, NarL family, captular synthesis response regulator RcsB","Two-component system","","Two-component system"
"338","map02020","K07688","fimZ","two-component system, NarL family, response regulator, fimbrial Z protein, FimZ","Two-component system","","Two-component system"
"339","map02020","K07689","varA","two-component system, NarL family, invasion response regulator UvrY","Two-component system","","Two-component system"
"340","map02020","K07690","bvgA","two-component system, NarL family, response regulator EvgA","Two-component system","","Two-component system"
"341","map02020","K07691","comA","two-component system, NarL family, competent response regulator ComA","Two-component system","","Two-component system"
"342","map02020","K07692","degU","two-component system, NarL family, response regulator DegU","Two-component system","","Two-component system"
"343","map02020","K07693","desR","two-component system, NarL family, response regulator DesR","Two-component system","","Two-component system"
"344","map02020","K07694","vraR","two-component system, NarL family, vancomycin resistance associated response regulator VraR","Two-component system","","Two-component system"
"345","map02020","K07695","devR","two-component system, NarL family, response regulator DevR","Two-component system","","Two-component system"
"346","map02020","K07696","nreC","two-component system, NarL family, response regulator NreC","Two-component system","","Two-component system"
"347","map02020","K07697","kinB","two-component system, sporulation sensor kinase B [EC:2.7.13.3]","Two-component system","","Two-component system"
"348","map02020","K07698","kinC","two-component system, sporulation sensor kinase C [EC:2.7.13.3]","Two-component system","","Two-component system"
"349","map02020","K07699","spo0A","two-component system, response regulator, stage 0 sporulation protein A","Two-component system","","Two-component system"
"350","map02020","K07700","citA","two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]","Two-component system","","Two-component system"
"351","map02020","K07701","dcuS","two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]","Two-component system","","Two-component system"
"352","map02020","K07702","citB","two-component system, CitB family, response regulator CitB","Two-component system","","Two-component system"
"353","map02020","K07703","dcuR","two-component system, CitB family, response regulator DcuR","Two-component system","","Two-component system"
"354","map02020","K07704","lytS","two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]","Two-component system","","Two-component system"
"355","map02020","K07705","lytR","two-component system, LytTR family, response regulator LytT","Two-component system","","Two-component system"
"356","map02020","K07706","fsrC","two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]","Two-component system","","Two-component system"
"357","map02020","K07707","fsrA","two-component system, LytTR family, response regulator AgrA","Two-component system","","Two-component system"
"358","map02020","K07708","ntrB","two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]","Two-component system","","Two-component system"
"359","map02020","K07709","hydH","two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]","Two-component system","","Two-component system"
"360","map02020","K07710","atoS","two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]","Two-component system","","Two-component system"
"361","map02020","K07711","qseE","two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]","Two-component system","","Two-component system"
"362","map02020","K07712","ntrC","two-component system, NtrC family, nitrogen regulation response regulator GlnG","Two-component system","","Two-component system"
"363","map02020","K07713","hydG","two-component system, NtrC family, response regulator HydG","Two-component system","","Two-component system"
"364","map02020","K07714","atoC","two-component system, NtrC family, response regulator AtoC","Two-component system","","Two-component system"
"365","map02020","K07715","qseF","two-component system, NtrC family, response regulator GlrR","Two-component system","","Two-component system"
"366","map02020","K07716","pleC","two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]","Two-component system","","Two-component system"
"367","map02020","K07717","glnK","two-component system, sensor histidine kinase GlnK [EC:2.7.13.3]","Two-component system","","Two-component system"
"368","map02020","K07718","yesM","two-component system, sensor histidine kinase YesM [EC:2.7.13.3]","Two-component system","","Two-component system"
"369","map02020","K07719","glnL","two-component system, response regulator GlnL","Two-component system","","Two-component system"
"370","map02020","K07720","yesN","two-component system, response regulator YesN","Two-component system","","Two-component system"
"371","map02020","K07768","senX3","two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]","Two-component system","","Two-component system"
"372","map02020","K07769","hik33","two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]","Two-component system","","Two-component system"
"373","map02020","K07770","cssR","two-component system, OmpR family, response regulator CssR","Two-component system","","Two-component system"
"374","map02020","K07771","basR","two-component system, OmpR family, response regulator BasR","Two-component system","","Two-component system"
"375","map02020","K07772","torR","two-component system, OmpR family, torCAD operon response regulator TorR","Two-component system","","Two-component system"
"376","map02020","K07773","arcA","two-component system, OmpR family, aerobic respiration control protein ArcA","Two-component system","","Two-component system"
"377","map02020","K07774","tctD","two-component system, OmpR family, response regulator TctD","Two-component system","","Two-component system"
"378","map02020","K07775","resD","two-component system, OmpR family, response regulator ResD","Two-component system","","Two-component system"
"379","map02020","K07776","regX3","two-component system, OmpR family, response regulator RegX3","Two-component system","","Two-component system"
"380","map02020","K07777","degS","two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]","Two-component system","","Two-component system"
"381","map02020","K07778","desK","two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]","Two-component system","","Two-component system"
"382","map02020","K07780","appY","AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes","Two-component system","","Two-component system"
"383","map02020","K07781","rcsA","LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor","Two-component system","","Two-component system"
"384","map02020","K07782","sdiA","LuxR family transcriptional regulator, quorum-sensing system regulator SdiA","Two-component system","","Two-component system"
"385","map02020","K07783","uhpC","MFS transporter, OPA family, sugar phosphate sensor protein UhpC","Two-component system","","Two-component system"
"386","map02020","K07784","uhpT","MFS transporter, OPA family, hexose phosphate transport protein UhpT","Two-component system","","Two-component system"
"387","map02020","K07785","nreB","MFS transporter, NRE family, putaive nickel resistance protein","Two-component system","","Two-component system"
"388","map02020","K07786","emrY","MFS transporter, DHA2 family, multidrug resistance protein","Two-component system","","Two-component system"
"389","map02020","K07787","silA","copper/silver efflux system protein","Two-component system","","Two-component system"
"390","map02020","K07788","mdtB","multidrug efflux pump","Two-component system","","Two-component system"
"391","map02020","K07789","mdtC","multidrug efflux pump","Two-component system","","Two-component system"
"392","map02020","K07790","pagO","putative membrane protein PagO","Two-component system","","Two-component system"
"393","map02020","K07792","dcuB","anaerobic C4-dicarboxylate transporter DcuB","Two-component system","","Two-component system"
"394","map02020","K07793","tctA","putative tricarboxylic transport membrane protein","Two-component system","","Two-component system"
"395","map02020","K07794","tctB","putative tricarboxylic transport membrane protein","Two-component system","","Two-component system"
"396","map02020","K07795","tctC","putative tricarboxylic transport membrane protein","Two-component system","","Two-component system"
"397","map02020","K07796","silC","outer membrane protein, copper/silver efflux system","Two-component system","","Two-component system"
"398","map02020","K07797","emrK","multidrug resistance protein K","Two-component system","","Two-component system"
"399","map02020","K07798","silB","membrane fusion protein, copper/silver efflux system","Two-component system","","Two-component system"
"400","map02020","K07799","mdtA","membrane fusion protein, multidrug efflux system","Two-component system","","Two-component system"
"401","map02020","K07800","agrD","AgrD protein","Two-component system","","Two-component system"
"402","map02020","K07801","pagK","PhoPQ-activated protein","Two-component system","","Two-component system"
"403","map02020","K07803","zraP","zinc resistance-associated protein","Two-component system","","Two-component system"
"404","map02020","K07804","pagC","putatice virulence related protein PagC","Two-component system","","Two-component system"
"405","map02020","K07805","pagD","putative membrane protein PagD","Two-component system","","Two-component system"
"406","map02020","K07806","pmrH","UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]","Two-component system","","Two-component system"
"407","map02020","K07810","cusF","Cu(I)/Ag(I) efflux system periplasmic protein CusF","Two-component system","","Two-component system"
"408","map02020","K07811","torA","trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]","Two-component system","","Two-component system"
"409","map02020","K07813","agrB","accessory gene regulator B","Two-component system","","Two-component system"
"410","map02020","K08082","algZ","two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]","Two-component system","","Two-component system"
"411","map02020","K08083","algR","two-component system, LytTR family, response regulator AlgR","Two-component system","","Two-component system"
"412","map02020","K08348","fdnG","formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]","Two-component system","","Two-component system"
"413","map02020","K08349","fdnH","formate dehydrogenase-N, beta subunit","Two-component system","","Two-component system"
"414","map02020","K08350","fdnI","formate dehydrogenase-N, gamma subunit","Two-component system","","Two-component system"
"415","map02020","K08357","ttrA","tetrathionate reductase subunit A","Two-component system","","Two-component system"
"416","map02020","K08358","ttrB","tetrathionate reductase subunit B","Two-component system","","Two-component system"
"417","map02020","K08359","ttrC","tetrathionate reductase subunit C","Two-component system","","Two-component system"
"418","map02020","K08372","pepD","putative serine protease PepD [EC:3.4.21.-]","Two-component system","","Two-component system"
"419","map02020","K08475","pgtB","two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]","Two-component system","","Two-component system"
"420","map02020","K08476","pgtA","two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA","Two-component system","","Two-component system"
"421","map02020","K08477","pgtE","outer membrane protease E [EC:3.4.21.-]","Two-component system","","Two-component system"
"422","map02020","K08478","pgtC","phosphoglycerate transport regulatory protein PgtC","Two-component system","","Two-component system"
"423","map02020","K08479","sasA","two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]","Two-component system","","Two-component system"
"424","map02020","K08641","vanX","zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]","Two-component system","","Two-component system"
"425","map02020","K08738","CYC","cytochrome c","Two-component system","","Two-component system"
"426","map02020","K08926","pufA","light-harvesting complex 1 alpha chain","Two-component system","","Two-component system"
"427","map02020","K08927","pufB","light-harvesting complex 1 beta chain","Two-component system","","Two-component system"
"428","map02020","K08928","pufL","photosynthetic reaction center L subunit","Two-component system","","Two-component system"
"429","map02020","K08929","pufM","photosynthetic reaction center M subunit","Two-component system","","Two-component system"
"430","map02020","K08930","pucA","light-harvesting protein B-800-850 alpha chain","Two-component system","","Two-component system"
"431","map02020","K08939","pucB","light-harvesting protein B-800-850 beta chain","Two-component system","","Two-component system"
"432","map02020","K09474","phoN","acid phosphatase (class A) [EC:3.1.3.2]","Two-component system","","Two-component system"
"433","map02020","K09475","ompC","outer membrane pore protein C","Two-component system","","Two-component system"
"434","map02020","K09476","ompF","outer membrane pore protein F","Two-component system","","Two-component system"
"435","map02020","K09477","citT","citrate:succinate antiporter","Two-component system","","Two-component system"
"436","map02020","K09696","natB","sodium transport system permease protein","Two-component system","","Two-component system"
"437","map02020","K09697","natA","sodium transport system ATP-binding protein [EC:7.2.2.4]","Two-component system","","Two-component system"
"438","map02020","K10001","aatJ","glutamate/aspartate transport system substrate-binding protein","Two-component system","","Two-component system"
"439","map02020","K10002","aatM","glutamate/aspartate transport system permease protein","Two-component system","","Two-component system"
"440","map02020","K10003","aatQ","glutamate/aspartate transport system permease protein","Two-component system","","Two-component system"
"441","map02020","K10004","aatP","glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]","Two-component system","","Two-component system"
"442","map02020","K10125","dctB","two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]","Two-component system","","Two-component system"
"443","map02020","K10126","dctD","two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD","Two-component system","","Two-component system"
"444","map02020","K10255","desA","acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]","Two-component system","","Two-component system"
"445","map02020","K10681","saeS","two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]","Two-component system","","Two-component system"
"446","map02020","K10682","saeR","two-component system, OmpR family, response regulator SaeR","Two-component system","","Two-component system"
"447","map02020","K10697","rpaA","two-component system, OmpR family, response regulator RpaA","Two-component system","","Two-component system"
"448","map02020","K10715","rpfC","two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]","Two-component system","","Two-component system"
"449","map02020","K10850","narT","MFS transporter, NNP family, putative nitrate transporter","Two-component system","","Two-component system"
"450","map02020","K10851","nreA","nitrogen regulatory protein A","Two-component system","","Two-component system"
"451","map02020","K10909","luxQ","two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]","Two-component system","","Two-component system"
"452","map02020","K10910","luxP","autoinducer 2-binding periplasmic protein LuxP","Two-component system","","Two-component system"
"453","map02020","K10911","luxU","two-component system, phosphorelay protein LuxU","Two-component system","","Two-component system"
"454","map02020","K10912","luxO","two-component system, repressor protein LuxO","Two-component system","","Two-component system"
"455","map02020","K10913","litR","TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein","Two-component system","","Two-component system"
"456","map02020","K10914","crp","CRP/FNR family transcriptional regulator, cyclic AMP receptor protein","Two-component system","","Two-component system"
"457","map02020","K10916","cqsS","two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]","Two-component system","","Two-component system"
"458","map02020","K10941","flaK","sigma-54 dependent transcriptional regulator, flagellar regulatory protein","Two-component system","","Two-component system"
"459","map02020","K10942","flaL","two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]","Two-component system","","Two-component system"
"460","map02020","K10943","flaM","two-component system, response regulator FlrC","Two-component system","","Two-component system"
"461","map02020","K11103","dctA","aerobic C4-dicarboxylate transport protein","Two-component system","","Two-component system"
"462","map02020","K11230","SSK2","mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]","Two-component system","","Two-component system"
"463","map02020","K11231","SLN1","osomolarity two-component system, sensor histidine kinase SLN1 [EC:2.7.13.3]","Two-component system","","Two-component system"
"464","map02020","K11232","YPD1","osomolarity two-component system, phosphorelay intermediate protein YPD1","Two-component system","","Two-component system"
"465","map02020","K11233","SSK1","osomolarity two-component system, response regulator SSK1","Two-component system","","Two-component system"
"466","map02020","K11326","czcA","cation efflux system protein involved in nickel and cobalt tolerance","Two-component system","","Two-component system"
"467","map02020","K11327","nrsB","membrane fusion protein, cation efflux system","Two-component system","","Two-component system"
"468","map02020","K11328","rppB","two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]","Two-component system","","Two-component system"
"469","map02020","K11329","rpaB","two-component system, OmpR family, response regulator RpaB","Two-component system","","Two-component system"
"470","map02020","K11330","rppA","two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR","Two-component system","","Two-component system"
"471","map02020","K11331","nrsC","cation efflux system protein involved in nickel and cobalt tolerance [EC:3.2.1.17]","Two-component system","","Two-component system"
"472","map02020","K11332","nblR","two-component system, OmpR family, response regulator NblR","Two-component system","","Two-component system"
"473","map02020","K11354","cph1","two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]","Two-component system","","Two-component system"
"474","map02020","K11355","rcp1","two-component system, chemotaxis family, response regulator Rcp1","Two-component system","","Two-component system"
"475","map02020","K11356","cikA","two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]","Two-component system","","Two-component system"
"476","map02020","K11357","divJ","two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]","Two-component system","","Two-component system"
"477","map02020","K11382","pgtP","MFS transporter, OPA family, phosphoglycerate transporter protein","Two-component system","","Two-component system"
"478","map02020","K11383","kinB","two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]","Two-component system","","Two-component system"
"479","map02020","K11384","algB","two-component system, NtrC family, response regulator AlgB","Two-component system","","Two-component system"
"480","map02020","K11443","divK","two-component system, cell cycle response regulator DivK","Two-component system","","Two-component system"
"481","map02020","K11444","wspR","two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]","Two-component system","","Two-component system"
"482","map02020","K11520","manS","two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]","Two-component system","","Two-component system"
"483","map02020","K11521","manR","two-component system, OmpR family, manganese sensing response regulator","Two-component system","","Two-component system"
"484","map02020","K11522","pixG","two-component system, chemotaxis family, response regulator PixG","Two-component system","","Two-component system"
"485","map02020","K11523","pixH","two-component system, chemotaxis family, response regulator PixH","Two-component system","","Two-component system"
"486","map02020","K11524","pixI","positive phototaxis protein PixI","Two-component system","","Two-component system"
"487","map02020","K11525","pixJ","methyl-accepting chemotaxis protein PixJ","Two-component system","","Two-component system"
"488","map02020","K11526","pixL","two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL","Two-component system","","Two-component system"
"489","map02020","K11601","mntC","manganese transport system substrate-binding protein","Two-component system","","Two-component system"
"490","map02020","K11602","mntB","manganese transport system permease protein","Two-component system","","Two-component system"
"491","map02020","K11603","mntA","manganese transport system ATP-binding protein [EC:7.2.2.5]","Two-component system","","Two-component system"
"492","map02020","K11614","malK","two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]","Two-component system","","Two-component system"
"493","map02020","K11615","malR","two-component system, CitB family, response regulator MalR","Two-component system","","Two-component system"
"494","map02020","K11616","maeN","malate:Na+ symporter","Two-component system","","Two-component system"
"495","map02020","K11617","liaS","two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]","Two-component system","","Two-component system"
"496","map02020","K11618","liaR","two-component system, NarL family, response regulator LiaR","Two-component system","","Two-component system"
"497","map02020","K11619","liaI","lia operon protein LiaI","Two-component system","","Two-component system"
"498","map02020","K11620","liaH","lia operon protein LiaH","Two-component system","","Two-component system"
"499","map02020","K11621","liaG","lia operon protein LiaG","Two-component system","","Two-component system"
"500","map02020","K11622","liaF","lia operon protein LiaF","Two-component system","","Two-component system"
"501","map02020","K11623","ydfH","two-component system, NarL family, sensor histidine kinase YdfH [EC:2.7.13.3]","Two-component system","","Two-component system"
"502","map02020","K11624","ydfI","two-component system, NarL family, response regulator YdfI","Two-component system","","Two-component system"
"503","map02020","K11625","ydfJ","membrane protein YdfJ","Two-component system","","Two-component system"
"504","map02020","K11626","glnT","putative sodium/glutamine symporter","Two-component system","","Two-component system"
"505","map02020","K11629","bceS","two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]","Two-component system","","Two-component system"
"506","map02020","K11630","bceR","two-component system, OmpR family, bacitracin resistance response regulator BceR","Two-component system","","Two-component system"
"507","map02020","K11631","vraD","bacitracin transport system ATP-binding protein","Two-component system","","Two-component system"
"508","map02020","K11632","vraE","bacitracin transport system permease protein","Two-component system","","Two-component system"
"509","map02020","K11633","yxdK","two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]","Two-component system","","Two-component system"
"510","map02020","K11634","yxdJ","two-component system, OmpR family, response regulator YxdJ","Two-component system","","Two-component system"
"511","map02020","K11635","yxdL","putative ABC transport system ATP-binding protein","Two-component system","","Two-component system"
"512","map02020","K11636","yxdM","putative ABC transport system permease protein","Two-component system","","Two-component system"
"513","map02020","K11637","citS","two-component system, CitB family, sensor histidine kinase CitS [EC:2.7.13.3]","Two-component system","","Two-component system"
"514","map02020","K11638","citT","two-component system, CitB family, response regulator CitT","Two-component system","","Two-component system"
"515","map02020","K11639","citM","Mg2+/citrate complex secondary transporter","Two-component system","","Two-component system"
"516","map02020","K11640","natK","two-component system, LytTR family, sensor histidine kinase NatK [EC:2.7.13.3]","Two-component system","","Two-component system"
"517","map02020","K11641","natR","two-component system, LytTR family, response regulator NatR","Two-component system","","Two-component system"
"518","map02020","K11688","dctP","C4-dicarboxylate-binding protein DctP","Two-component system","","Two-component system"
"519","map02020","K11689","dctQ","C4-dicarboxylate transporter, DctQ subunit","Two-component system","","Two-component system"
"520","map02020","K11690","dctM","C4-dicarboxylate transporter, DctM subunit","Two-component system","","Two-component system"
"521","map02020","K11691","dctS","two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]","Two-component system","","Two-component system"
"522","map02020","K11692","dctR","two-component system, CitB family, response regulator DctR","Two-component system","","Two-component system"
"523","map02020","K11711","dctS","two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]","Two-component system","","Two-component system"
"524","map02020","K11712","dctR","two-component system, LuxR family, response regulator DctR","Two-component system","","Two-component system"
"525","map02020","K12292","comA","ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]","Two-component system","","Two-component system"
"526","map02020","K12293","comB","competence factor transport accessory protein ComB","Two-component system","","Two-component system"
"527","map02020","K12294","comD","two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]","Two-component system","","Two-component system"
"528","map02020","K12295","comE","two-component system, LytTR family, response regulator ComE","Two-component system","","Two-component system"
"529","map02020","K12296","2","competence protein ComX","Two-component system","","Two-component system"
"530","map02020","K12340","hasF","outer membrane protein","Two-component system","","Two-component system"
"531","map02020","K12415","comC","competence-stimulating peptide","Two-component system","","Two-component system"
"532","map02020","K12530","fitA","ATP-binding cassette, subfamily B, bacterial RtxB","Two-component system","","Two-component system"
"533","map02020","K12531","fitC","ATP-binding cassette, subfamily B, bacterial RtxE","Two-component system","","Two-component system"
"534","map02020","K12532","fitB","membrane fusion protein, RTX toxin transport system","Two-component system","","Two-component system"
"535","map02020","K13040","ttrS","two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]","Two-component system","","Two-component system"
"536","map02020","K13041","ttrR","two-component system, LuxR family, response regulator TtrR","Two-component system","","Two-component system"
"537","map02020","K13061","tofI","acyl homoserine lactone synthase [EC:2.3.1.184]","Two-component system","","Two-component system"
"538","map02020","K13486","wspC","chemotaxis protein methyltransferase WspC","Two-component system","","Two-component system"
"539","map02020","K13487","wspA","methyl-accepting chemotaxis protein WspA","Two-component system","","Two-component system"
"540","map02020","K13488","wspB","chemotaxis-related protein WspB","Two-component system","","Two-component system"
"541","map02020","K13489","wspD","chemotaxis-related protein WspD","Two-component system","","Two-component system"
"542","map02020","K13490","wspE","two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE","Two-component system","","Two-component system"
"543","map02020","K13491","wspF","two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]","Two-component system","","Two-component system"
"544","map02020","K13532","kinD","two-component system, sporulation sensor kinase D [EC:2.7.13.3]","Two-component system","","Two-component system"
"545","map02020","K13533","kinE","two-component system, sporulation sensor kinase E [EC:2.7.13.3]","Two-component system","","Two-component system"
"546","map02020","K13584","ctrA","two-component system, cell cycle response regulator CtrA","Two-component system","","Two-component system"
"547","map02020","K13587","cckA","two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]","Two-component system","","Two-component system"
"548","map02020","K13588","chpT","histidine phosphotransferase ChpT","Two-component system","","Two-component system"
"549","map02020","K13589","cpdR","two-component system, cell cycle response regulator CpdR","Two-component system","","Two-component system"
"550","map02020","K13598","ntrY","two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]","Two-component system","","Two-component system"
"551","map02020","K13599","ntrX","two-component system, NtrC family, nitrogen regulation response regulator NtrX","Two-component system","","Two-component system"
"552","map02020","K13815","rpfG","two-component system, response regulator RpfG","Two-component system","","Two-component system"
"553","map02020","K13816","rpfF","DSF synthase","Two-component system","","Two-component system"
"554","map02020","K13924","cheBR","two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]","Two-component system","","Two-component system"
"555","map02020","K13927","citXG","holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]","Two-component system","","Two-component system"
"556","map02020","K13991","puhA","photosynthetic reaction center H subunit","Two-component system","","Two-component system"
"557","map02020","K13994","pufX","photosynthetic reaction center PufX protein","Two-component system","","Two-component system"
